"Unnamed..0","Company","TypeName","Inches","ScreenResolution","Cpu","Ram","Memory","Gpu","OpSys","Weight","Price","Ram_Numeric"
974,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.73kg",109218.672,16
975,"HP","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.70GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce 930MX","Windows 10","2.04kg",52161.12,8
976,"Lenovo","Notebook","14","1366x768","Intel Core i5 6200U 2.3GHz","4GB","508GB Hybrid","Intel HD Graphics 520","Windows 7","1.70kg",53386.56,4
977,"Asus","2 in 1 Convertible","15.6","4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD +  2TB HDD","Nvidia GeForce GTX 950M","Windows 10","2.3kg",95850.72,16
979,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.99kg",93186.72,16
980,"Dell","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","12GB","512GB SSD","Intel HD Graphics 620","Windows 10","2.19kg",69210.72,12
981,"Toshiba","Notebook","13.3","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 7","1.2kg",63669.6,4
982,"Lenovo","Notebook","15.6","Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz","6GB","256GB SSD","AMD Radeon 530","Windows 10","2.2kg",29250.72,6
983,"Fujitsu","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.3kg",34578.72,4
984,"Toshiba","Notebook","14","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.75kg",48751.2,4
985,"Dell","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","AMD Radeon R5 M430","Windows 10","2.25kg",31914.72,4
986,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","Intel HD Graphics 620","Windows 10","2.04kg",42943.68,8
987,"Lenovo","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.5kg",63349.92,8
988,"Dell","Notebook","15.6","1366x768","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","AMD Radeon R7 M445","Windows 10","2.36kg",39906.72,8
989,"Dell","Notebook","14","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","128GB SSD","Intel HD Graphics 620 ","Windows 10","1.6kg",59620.32,8
990,"HP","Netbook","12.5","Full HD 1920x1080","Intel Core M 6Y75 1.2GHz","8GB","512GB SSD","Intel HD Graphics 515","Windows 10","0.97kg",101658.24,8
991,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i3 6006U 2GHz","4GB","128GB SSD +  1TB HDD","AMD Radeon 520","Windows 10","2.1kg",26586.72,4
992,"Lenovo","Notebook","15.6","1366x768","Intel Celeron Dual Core N3350 1.1GHz","4GB","128GB SSD","Intel HD Graphics 500","No OS","1.9kg",14418.6336,4
993,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.3kg",71874.72,8
995,"Asus","Notebook","13.3","Quad HD+ 3200x1800","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.4kg",61272,8
996,"HP","Ultrabook","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.11kg",71874.72,8
997,"Acer","Notebook","15.6","1366x768","Intel Pentium Quad Core N4200 1.1GHz","4GB","500GB HDD","Intel HD Graphics 505","Windows 10","2.4kg",20246.4,4
998,"Asus","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.5kg",95850.72,16
999,"HP","Ultrabook","14","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.48kg",111301.92,8
1000,"Acer","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.7kg",67132.8,8
1001,"HP","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.34kg",63349.92,8
1002,"Dell","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","4GB","128GB SSD","Intel HD Graphics 620","Windows 10","2.18kg",29144.16,4
1003,"HP","Notebook","14","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.64kg",41505.12,4
1004,"Toshiba","Notebook","13.3","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","1.2kg",63669.6,4
1005,"HP","Notebook","14","1366x768","Intel Core i5 6300U 2.4GHz","4GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.48kg",58607.4672,4
1006,"HP","Notebook","14","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.95kg",64202.4,4
1007,"HP","Ultrabook","14","Full HD 1920x1080","Intel Core i7 6600U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.43kg",77202.72,8
1008,"HP","Notebook","14","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","1.64kg",55904.5728,8
1009,"HP","Notebook","14","1366x768","Intel Core i3 7100U 2.4GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.64kg",36443.52,4
1010,"Dell","Gaming","15.6","Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz","8GB","1.0TB Hybrid","Nvidia GeForce GTX 1050","Windows 10","2.65kg",50562.72,8
1011,"HP","Ultrabook","12.5","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.26kg",81997.92,4
1012,"HP","Notebook","14","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.48kg",84715.2,4
1013,"HP","Ultrabook","14","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.54kg",100550.5488,8
1014,"HP","Notebook","13.3","1366x768","Intel Core i3 7100U 2.4GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.49kg",42624,4
1015,"Toshiba","Notebook","13.3","1366x768","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.5kg",64468.8,8
1016,"HP","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.04kg",41025.0672,4
1017,"Lenovo","Notebook","17.3","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6820HQ 2.7GHz","16GB","512GB SSD","Nvidia Quadro 3000M","Windows 7","2.4kg",158135.04,16
1018,"Toshiba","Notebook","14","IPS Panel Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.47kg",79387.2,8
1019,"HP","Notebook","14","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.43kg",118761.12,8
1020,"Dell","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i3 6100U 2.3GHz","4GB","1TB HDD","Intel HD Graphics 520","Windows 10","2.08kg",42410.3472,4
1021,"Toshiba","Ultrabook","13.3","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.2kg",84715.2,8
1022,"HP","Notebook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.11kg",61218.72,8
1023,"HP","Notebook","14","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","1.64kg",63159.7104,8
1024,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6300U 2.4GHz","8GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.09kg",55754.3232,8
1025,"HP","Ultrabook","12.5","1366x768","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.26kg",83063.52,4
1026,"HP","Notebook","14","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.31kg",63349.92,4
1027,"HP","Notebook","14","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","1.95kg",56476.8,4
1028,"Dell","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.29kg",86526.72,8
1029,"HP","Notebook","17.3","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Nvidia GeForce 930MX","Windows 10","2.63kg",57542.4,8
1030,"HP","Notebook","14","1366x768","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.64kg",51841.44,4
1031,"Acer","Notebook","15.6","1366x768","AMD A9-Series 9420 3GHz","6GB","1TB HDD","AMD Radeon R5","Windows 10","2.1kg",21791.52,6
1032,"MSI","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 1050","Windows 10","2.7kg",63499.104,8
1033,"HP","Notebook","14","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.95kg",63669.6,8
1034,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.84kg",65480.5872,8
1035,"HP","Ultrabook","12.5","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.26kg",71874.72,8
1036,"HP","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","Windows 10","2.04kg",39533.76,4
1037,"Toshiba","Ultrabook","14","IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.47kg",91908,8
1038,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6300U 2.4GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","2.09kg",56633.976,8
1039,"HP","Notebook","14","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.64kg",53839.9728,8
1040,"Lenovo","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.8kg",45128.16,4
1041,"Vero","Notebook","14","1366x768","Intel Atom X5-Z8350 1.44GHz","2GB","32GB Flash Storage","Intel HD Graphics 400","Windows 10","1.45kg",11231.424,2
1042,"Toshiba","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","16GB","256GB SSD","Nvidia GeForce 930M","Windows 10","2.4kg",75924,16
1043,"Lenovo","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.3kg",55922.688,8
1044,"HP","Notebook","14","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","1.54kg",53280,4
1045,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6300U 2.4GHz","8GB","256GB SSD +  500GB HDD","Intel HD Graphics 520","Windows 10","1.84kg",112065.9552,8
1046,"HP","Notebook","14","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.43kg",78268.32,8
1047,"MSI","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","3.78kg",82351.6992,16
1048,"Lenovo","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","4.6kg",122010.6672,16
1049,"Asus","Netbook","11.6","1366x768","Intel Celeron Dual Core N3060 1.6GHz","4GB","16GB Flash Storage","Intel HD Graphics 400","Chrome OS","1.2kg",15339.312,4
1050,"Lenovo","Notebook","14","IPS Panel 2560x1440","Intel Core i7 6600U 2.6GHz","16GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.1kg",139593.6,16
1051,"HP","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","1TB HDD","Nvidia GeForce 940MX","Windows 10","1.91kg",52161.12,8
1052,"Dell","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.3kg",58288.32,8
1053,"HP","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.04kg",52161.12,4
1054,"Dell","Ultrabook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core i7 7500U 2.7GHz","16GB","1TB SSD","Intel HD Graphics 620","Windows 10","1.2kg",120093.12,16
1055,"HP","Notebook","15.6","1366x768","Intel Core i3 6100U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.31kg",37570.392,4
1056,"HP","Notebook","15.6","1366x768","Intel Core i5 7200U 2.5GHz","4GB","500GB HDD","Intel HD Graphics 620","No OS","1.96kg",26586.72,4
1057,"Acer","Notebook","15.6","1366x768","AMD A8-Series 7410 2.2GHz","8GB","1TB HDD","AMD Radeon R5","Windows 10","2.4kg",23922.72,8
1058,"Dell","2 in 1 Convertible","13.3","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz","12GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.6kg",69210.72,12
1059,"MSI","Gaming","15.6","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.94kg",96916.32,16
1061,"Asus","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","1TB HDD","Nvidia GeForce GTX 965M","No OS","4kg",53173.44,16
1062,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","4GB","1TB HDD","Intel HD Graphics","Windows 10","2.25kg",29783.52,4
1063,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","2TB HDD","AMD Radeon R7 M445","Windows 10","2.32kg",52746.6672,16
1064,"MSI","Gaming","15.6","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","1.8kg",102777.12,16
1065,"Dell","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.29kg",77682.24,8
1066,"Asus","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","64GB","1TB SSD","Nvidia GeForce GTX 980 ","Windows 10","3.58kg",211788,64
1067,"Dell","2 in 1 Convertible","13.3","Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.62kg",42517.9728,8
1068,"Dell","Gaming","15.6","4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 970M","Windows 10","3.21kg",70809.12,16
1069,"Apple","Ultrabook","12","IPS Panel Retina Display 2304x1440","Intel Core M 1.1GHz","8GB","256GB Flash Storage","Intel HD Graphics 515","Mac OS X","0.920kg",69264,8
1070,"Dell","Notebook","15.6","1366x768","Intel Core i3 6100U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.06kg",25679.8944,4
1071,"HP","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.31kg",63882.72,4
1072,"HP","Ultrabook","12.5","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.26kg",63882.72,8
1073,"HP","Notebook","13.3","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","1.49kg",58075.2,8
1074,"Lenovo","Ultrabook","12.5","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.3kg",91294.7472,8
1075,"Lenovo","Notebook","17.3","1600x900","Intel Core i5 6200U 2.3GHz","8GB","1.0TB HDD","AMD Radeon R5 M330","Windows 10","3.0kg",35111.52,8
1076,"Lenovo","Notebook","15.6","IPS Panel Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz","4GB","1TB HDD","Nvidia GeForce GTX 950M","Windows 10","2.3kg",52054.56,4
1077,"MSI","Gaming","17.3","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1070","Windows 10","3.78kg",133146.72,16
1078,"Lenovo","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 10","2.1kg",28771.2,4
1079,"HP","Notebook","15.6","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 7","2.31kg",50083.2,4
1080,"Lenovo","Ultrabook","12.5","IPS Panel Touchscreen 2560x1440","Intel Core M 6Y75 1.2GHz","8GB","512GB SSD","Intel HD Graphics 515","Windows 10","0.99kg",74538.72,8
1081,"Lenovo","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","32GB","512GB SSD +  1.0TB Hybrid","Nvidia GeForce GTX 980M","Windows 10","4.6kg",172627.2,32
1082,"Lenovo","2 in 1 Convertible","10.1","IPS Panel Touchscreen 1920x1200","Intel Atom x5-Z8550 1.44GHz","4GB","64GB Flash Storage","Intel HD Graphics 400","Windows 10","0.69kg",34433.2656,4
1083,"HP","Ultrabook","13.3","IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.3kg",109170.72,16
1084,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 620","Windows 10","2.18kg",39960,8
1085,"HP","Notebook","14","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 7","1.54kg",54931.1472,4
1086,"HP","Workstation","15.6","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","AMD FirePro W4190M","Windows 7","1.9kg",79653.6,8
1087,"Lenovo","Notebook","14","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","180GB SSD","Intel HD Graphics 520","Windows 7","1.7kg",63882.72,8
1088,"HP","Notebook","13.3","Quad HD+ 3200x1800","Intel Pentium Dual Core 4405Y 1.5GHz","4GB","32GB Flash Storage","Intel HD Graphics 515","Chrome OS","1.29kg",32767.2,4
1089,"Acer","Notebook","15.6","1366x768","AMD A8-Series 7410 2.2GHz","4GB","500GB HDD","AMD Radeon R5","Windows 10","2.4kg",20619.36,4
1090,"Dell","Notebook","15.6","1366x768","Intel Pentium Quad Core N3700 1.6GHz","4GB","500GB HDD","Intel HD Graphics","Linux","2.2kg",20965.1472,4
1091,"HP","Notebook","15.6","1366x768","Intel Core i3 6006U 2GHz","4GB","1TB HDD","Intel HD Graphics 520","No OS","1.86kg",18434.3472,4
1092,"Asus","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","8GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 1060","Windows 10","2.7kg",85194.72,8
1093,"Dell","Ultrabook","13.3","IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz","4GB","256GB SSD","AMD Radeon 530","Windows 10","1.4kg",43601.688,4
1094,"HP","Netbook","12.5","1366x768","Intel Core i5 6200U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 7","2.4kg",85194.72,4
1095,"Acer","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","256GB SSD +  1TB HDD","Nvidia GeForce GTX 950M","Windows 10","2.4kg",42570.72,8
1096,"Dell","Notebook","15.6","Full HD 1920x1080","Intel Core i5 7200U 2.5GHz","8GB","1TB HDD","AMD Radeon R7 M445","Windows 10","2.36kg",34035.264,8
1097,"MSI","Gaming","17.3","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","256GB SSD","Nvidia GeForce GTX 965M","Windows 10","2.6kg",85194.72,8
1098,"HP","Notebook","15.6","1366x768","Intel Pentium Quad Core N3710 1.6GHz","4GB","1TB HDD","Intel HD Graphics 405","Windows 10","1.96kg",26640,4
1099,"Asus","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 980M","Windows 10","4.3kg",122490.72,16
1100,"Dell","Ultrabook","12.5","1366x768","Intel Core i3 6100U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Windows 7","1.5kg",60480.792,4
1101,"Dell","Ultrabook","12.5","1366x768","Intel Core i3 6100U 2.3GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 7","1.5kg",62176.1616,4
1102,"Acer","Notebook","15.6","1366x768","Intel Celeron Dual Core 3205U 1.5GHz","4GB","16GB SSD","Intel HD Graphics","Chrome OS","2.20kg",11135.52,4
1103,"HP","Workstation","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","1TB HDD","AMD FirePro W6150M","Windows 7","3.0kg",154458.72,8
1104,"Lenovo","Gaming","15.6","Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz","16GB","512GB SSD","Nvidia GeForce GTX 1050 Ti","Windows 10","2.4kg",63882.72,16
1105,"Dell","Ultrabook","12.5","1366x768","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.5kg",75289.968,8
1106,"MSI","Gaming","17.3","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.9kg",80516.2032,8
1107,"Lenovo","2 in 1 Convertible","15.6","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 6200U 2.3GHz","4GB","256GB SSD","Intel HD Graphics 520","Windows 10","2.1kg",46193.76,4
1108,"HP","Notebook","15.6","Full HD 1920x1080","AMD A6-Series 9220 2.5GHz","4GB","1TB HDD","AMD Radeon R4","Windows 10","2.1kg",21205.44,4
1109,"Asus","Gaming","15.6","IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","16GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","2.59kg",71341.92,16
1110,"HP","Notebook","13.3","Quad HD+ / Touchscreen 3200x1800","Intel Core M 6Y54 1.1GHz","8GB","256GB SSD","Intel HD Graphics 515","Windows 10","1.16kg",90522.72,8
1111,"Dell","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","AMD Radeon R5 M315","Windows 7","2.24kg",40980.312,4
1112,"Lenovo","Notebook","15.6","1366x768","Intel Core i3 6006U 2.0GHz","4GB","128GB SSD","Intel HD Graphics 520","Windows 10","2.1kg",22857.12,4
1113,"HP","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","512GB SSD","Intel HD Graphics 520","Windows 10","1.16kg",104908.32,8
1114,"Lenovo","2 in 1 Convertible","10.1","IPS Panel Touchscreen 1920x1200","Intel Atom x5-Z8550 1.44GHz","4GB","64GB Flash Storage","Intel HD Graphics 400","Android","0.69kg",29250.72,4
1115,"Dell","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 7560U 2.4GHz","8GB","256GB SSD","Intel Iris Plus Graphics 640","Windows 10","1.23kg",73473.12,8
1116,"Lenovo","Gaming","17.3","IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz","16GB","256GB SSD +  1.0TB Hybrid","Nvidia GeForce GTX 980M","Windows 10","4.6kg",146519.4672,16
1117,"Razer","Ultrabook","12.5","Touchscreen / 4K Ultra HD 3840x2160","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.25kg",54825.12,8
1118,"Toshiba","Ultrabook","13.3","Full HD 1920x1080","Intel Core i7 7500U 2.7GHz","16GB","512GB SSD","Intel HD Graphics 620","Windows 10","1.05kg",118601.28,16
1119,"Asus","Gaming","17.3","Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz","8GB","128GB SSD +  1TB HDD","Nvidia GeForce GTX 960M","Windows 10","3.52kg",69929.4672,8
1120,"Vero","Notebook","13.3","Full HD 1920x1080","Intel Atom X5-Z8350 1.44GHz","4GB","32GB Flash Storage","Intel HD Graphics 400","Windows 10","1.35kg",10442.88,4
1121,"HP","Notebook","13.3","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.16kg",90043.2,8
1122,"HP","Notebook","14","Full HD 1920x1080","Intel Core i5 6200U 2.3GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 7","1.43kg",80612.64,8
1123,"Dell","Notebook","15.6","1366x768","Intel Core i5 6200U 2.3GHz","4GB","500GB HDD","Intel HD Graphics 520","Linux","2.09kg",27899.0064,4
1124,"Asus","Notebook","15.6","1366x768","Intel Core i3 7100U 2.4GHz","4GB","1TB HDD","Intel HD Graphics 620","Windows 10","2kg",23176.8,4
1125,"Lenovo","2 in 1 Convertible","14","IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz","8GB","256GB SSD","Intel HD Graphics 520","Windows 10","1.8kg",88924.32,8
